test,cell,model,result,message
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2017/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2017/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.207985]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.093207]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.393235]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [2.715818]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.483007]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.069433]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [4.305611]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2018/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2018/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [7.921766]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.196375]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.526376]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.042562]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.398922]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [5.083084]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t3,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t3 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [1.300107]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-4.448901]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t3,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t3 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [1.494755]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2019/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2019/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.297994]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.058402]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.266984]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [6.711279]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-3.240108]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.160029]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2020/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2020/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.298307]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.482453]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.060759]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [1.14991]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.940802]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [1.151186]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.941305]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.636672]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2021/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2021/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.637169]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.401967]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.026976]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.028355]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.039178]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.042916]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.443886]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.189947]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2022/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2022/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.357526]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2023/t1,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2023/t1 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.510163]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M345/y2023/t1,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M345/y2023/t1 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.509815]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y0/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y0/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.091292]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y0/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y0/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.023118]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y0/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y0/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.034972]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y0/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y0/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.137211]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.021154]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.115884]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.693435]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.634532]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.213286]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [4.888384]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2016/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2016/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.92993]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2017/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2017/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.41206]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2017/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2017/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.5842]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.129096]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.444065]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t1,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t1 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.85101]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.151654]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [5.636608]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2018/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2018/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [9.401792]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.26479]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.645881]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t1,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t1 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.136056]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [2.442443]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [22.683448]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t3,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t3 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [1.32967]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-4.76204]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t3,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t3 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [1.506189]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2019/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2019/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.451825]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.055736]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.228016]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.83191]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-47.123549]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.164748]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2020/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2020/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.301402]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.413217]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.055069]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [1.29732]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-1.13934]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [1.298092]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-1.039797]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.668051]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2021/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2021/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.668502]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.022067]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t0,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t0 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.377979]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t2,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t2 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.027261]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t2,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t2 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-0.028604]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t2,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t2 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.043145]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [-0.047207]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t2,E2,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t2 estimator=E2: 1 of 1 outside [0,1]; offending values [-0.431602]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t3,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t3 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [1.210179]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2022/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2022/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [2.062756]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2023/t1,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2023/t1 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [-0.418726]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2023/t1,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2023/t1 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [-0.418571]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2023/t2,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2023/t2 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.048161]"
assert_lambda_in_unit,ES/GLOBEX/B1/1day/M1380/y2023/t3,E1_d_model_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1day/M1380/y2023/t3 estimator=E1_d_model_L1-10: 1 of 1 outside [0,1]; offending values [1.48638]"
assert_lambda_in_unit,ES/GLOBEX/B1/1h/M60/y0/t0,E1_a_exp_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1h/M60/y0/t0 estimator=E1_a_exp_L1-5: 1 of 1 outside [0,1]; offending values [1.461003]"
assert_lambda_in_unit,ES/GLOBEX/B1/1h/M60/y0/t0,E1_d_model_L1-5,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1h/M60/y0/t0 estimator=E1_d_model_L1-5: 1 of 1 outside [0,1]; offending values [-50.6502]"
assert_lambda_in_unit,ES/GLOBEX/B1/1h/M60/y0/t0,E1_a_exp_L1-10,FAIL,"[assert_lambda_in_unit] cell=ES/GLOBEX/B1/1h/M60/y0/t0 estimator=E1_a_exp_L1-10: 1 of 1 outside [0,1]; offending values [1.461362]"
