arm,root,geom,position,H,sigma_w,kappa,seed_index,seed,b,c,A,rmse,cond,corr_cb,corr_Ab
A7,ES,RTH,end,,0.0,7.245331012178212,1,4098135093,-1.0886764069825547,1.0057981382707464,2.9841649509479256,0.008120587136919636,83.74614570082876,-0.7122753275683198,-0.9768475009258657
A7,ES,RTH,end,,0.0,7.245331012178212,2,3484427973,-1.2765180984069808,1.0008795845055916,3.654882764207799,0.011602183349448587,125.35719092073391,-0.6665524519293391,-0.9824565501496271
A7,ES,RTH,end,,0.0,7.245331012178212,3,3067028031,-1.2447212576433053,1.065677720834287,3.091843307813176,0.014193245130467505,116.02837425750775,-0.6732393063627321,-0.9816341899247221
A7,ES,RTH,end,,0.0,7.245331012178212,4,1651634986,-1.1914330673195803,1.0864422234041784,3.333149027320999,0.00998227460157184,104.26866136753344,-0.6853489605856671,-0.980151788098069
A7,NQ,RTH,start,,0.0,9.80202523758635,0,882399849,-1.1562371343075695,1.0064252182270024,3.125701291928382,0.0258749733533561,96.45267765215361,-0.694029977514572,-0.9790905854494202
A7,NQ,RTH,start,,0.0,9.80202523758635,1,496748610,-1.1165456659832034,1.0470247630376608,2.597990341902386,0.00914848933511878,87.71429965748612,-0.7044851736572721,-0.977808761792893
A7,NQ,RTH,start,,0.0,9.80202523758635,2,3197651553,-1.0734612685347127,1.0332695900718654,2.9161478792892828,0.010928486122828754,81.04100804009279,-0.7166867721206717,-0.9762996060723085
A7,NQ,RTH,start,,0.0,9.80202523758635,3,1407296678,-1.317882103252777,1.0049456365638962,4.442534118488311,0.004555779509115949,139.01226422789497,-0.6584434039526652,-0.9834597693717516
A7,NQ,RTH,start,,0.0,9.80202523758635,4,1093549423,-1.2118718845825767,0.9764571947150915,3.6247093296751274,0.0033699153246091293,109.59934013061644,-0.6805610899154899,-0.9807372080403767
A7,NQ,RTH,quarter,,0.0,9.80202523758635,0,2400237318,-1.0635056095113422,1.0089599020963103,2.536652348874505,0.011969932228105901,78.45434871570372,-0.7196298104860617,-0.9759323539850202
A7,NQ,RTH,quarter,,0.0,9.80202523758635,1,879684608,-1.1373102476409356,1.0414879914560073,2.97524660824435,0.009543693690597146,92.3928501859301,-0.6989206092948833,-0.9784918303726514
A7,NQ,RTH,quarter,,0.0,9.80202523758635,2,2279523338,-0.8613575792629786,0.9876244723730347,1.942193263177225,0.015512583248865015,51.315982485661245,-0.7896070430596905,-0.9662887006677412
A7,NQ,RTH,quarter,,0.0,9.80202523758635,3,4084090707,-0.978892169177622,0.9680352346741684,2.394627179130875,0.003985456349964131,65.82801007802479,-0.7466251853798903,-0.9724674898508388
A7,NQ,RTH,quarter,,0.0,9.80202523758635,4,3587006557,-0.997355742034131,0.9996008688047013,2.2293474062620446,0.005732441358101855,67.96204429176301,-0.7404397451996458,-0.973280327305155
A7,NQ,RTH,mid,,0.0,9.80202523758635,0,984439460,-1.1840605842490965,0.9772271629598284,3.2807284995865533,0.014132691810529436,102.55662262994707,-0.6871209346003777,-0.9799352165561426
A7,NQ,RTH,mid,,0.0,9.80202523758635,1,2285352965,-1.1848252378859996,1.007893578907502,3.4065186837810435,0.006386691804023267,103.07730995722207,-0.6869348929473346,-0.9799579521734514
